Sales_Key,Order_ID,Order_Line_ID,Order_Date,Year,Quarter,Month,Month_Name,Region,Country,State,City,Product,Category,Sub_Category,Unit_Cost,Unit_Price,Customer,Segment,Customer_Rating,Customer_Key,Salesperson,Salesperson_Key,Channel,Quantity,Sales_Amount,Discount_Amount,Cost_Amount,Profit_Amount,Shipping_Cost,Net_Revenue,Payment_Mode,Is_Returned
96018,ORD-2025-061481,1,2025-01-16,2025,Q1,1,January,South,India,Tamil Nadu,Chennai,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Kim Flynn,Consumer,4.1,5881,Dylan Baker,56.0,Retail Store,1,4698.08,281.99,2463.14,1952.95,11.19,4416.09,Credit Card,0
96038,ORD-2024-061494,1,2024-12-12,2024,Q4,12,December,East,India,Bihar,Patna,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Dorothy Osborn,Consumer,4.2,5655,,,Online,5,23824.93,2355.41,12315.7,9153.82,29.32,21469.52,UPI,0
96052,ORD-2025-061502,4,2025-08-02,2025,Q3,8,August,East,India,Odisha,Bhubaneswar,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Jose Collins,Consumer,4.4,5254,Suzanne Lambert,61.0,Retail Store,1,4667.09,255.28,2463.14,1948.67,29.08,4411.81,Credit Card,0
96367,ORD-2023-061695,2,2023-06-01,2023,Q2,6,June,Central,India,Uttarakhand,Dehradun,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Richard Reyes,Corporate,3.6,1375,,,Online,1,4783.44,639.37,2463.14,1680.93,26.85,4144.07,UPI,0
96492,ORD-2023-061774,1,2023-04-17,2023,Q2,4,April,South,India,Telangana,Hyderabad,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Theresa Smith,Consumer,4.8,4481,,,Online,2,9399.05,815.76,4926.28,3657.01,11.67,8583.289999999999,Credit Card,0
97121,ORD-2022-062169,1,2022-04-12,2022,Q2,4,April,West,India,Gujarat,Ahmedabad,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Destiny Powers,SMB,2.9,3510,Christopher Wilson,104.0,Distributor,2,9529.81,533.51,4926.28,4070.02,25.01,8996.3,COD,0
97130,ORD-2023-062176,1,2023-01-18,2023,Q1,1,January,South,India,Tamil Nadu,Chennai,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Nancy Webb,Consumer,4.5,1133,,,Online,2,9370.62,1095.26,4926.28,3349.08,8.25,8275.36,Credit Card,0
97228,ORD-2023-062241,1,2023-08-01,2023,Q3,8,August,West,India,Maharashtra,Pune,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Amy Knight,Consumer,3.5,5596,Megan Hernandez,31.0,Retail Store,1,4744.33,141.62,2463.14,2139.57,9.43,4602.71,Credit Card,0
97915,ORD-2025-062685,1,2025-11-09,2025,Q4,11,November,South,India,Tamil Nadu,Chennai,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Joshua White,SMB,4.7,4980,Dylan Baker,56.0,Distributor,3,14221.8,1334.59,7389.42,5497.79,10.72,12887.21,UPI,0
98181,ORD-2024-062856,1,2024-12-10,2024,Q4,12,December,Central,India,Himachal Pradesh,Shimla,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Michael Bolton,SMB,2.6,5072,Rachel Soto,14.0,Distributor,3,14532.81,708.3,7389.42,6435.09,30.04,13824.51,Wire Transfer,0
98376,ORD-2023-062987,1,2023-10-28,2023,Q4,10,October,South,India,Telangana,Hyderabad,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Paul Payne,Corporate,4.6,15,,,Online,1,4793.02,652.49,2463.14,1677.39,10.39,4140.530000000001,UPI,0
99158,ORD-2025-063514,1,2025-07-05,2025,Q3,7,July,North,India,Punjab,Chandigarh,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Carl Leach,Consumer,3.8,2050,James Rivas,13.0,Retail Store,3,14405.27,999.74,7389.42,6016.11,30.84,13405.53,UPI,0
99550,ORD-2023-063749,1,2023-06-30,2023,Q2,6,June,East,India,Jharkhand,Ranchi,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Shelly Henderson,Consumer,4.3,7993,Nathan Miles,80.0,Marketplace,2,9411.17,1011.75,4926.28,3473.14,36.94,8399.42,UPI,0
99994,ORD-2023-064031,1,2023-12-01,2023,Q4,12,December,East,India,Assam,Guwahati,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Rebecca Kaufman DDS,SMB,3.1,3554,,,Online,3,14465.14,2188.14,7389.42,4887.58,34.25,12277.0,UPI,0
100618,ORD-2023-064439,1,2023-11-07,2023,Q4,11,November,South,India,Karnataka,Bengaluru,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,David Hall,Consumer,3.1,7168,,,Online,2,9345.83,1082.44,4926.28,3337.11,8.85,8263.39,Credit Card,0
100705,ORD-2023-064498,1,2023-11-28,2023,Q4,11,November,West,India,Maharashtra,Mumbai,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Bryan Yates,Corporate,4.2,6225,Vanessa Boone,120.0,Online,1,4715.84,1035.65,2463.14,1217.05,11.4,3680.19,Credit Card,0
100968,ORD-2022-064669,2,2022-10-22,2022,Q4,10,October,North,India,Delhi,New Delhi,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Crystal Beltran,Corporate,4.4,7098,Alison Miller,19.0,Distributor,3,14049.97,1633.58,7389.42,5026.97,11.3,12416.39,Wire Transfer,0
101209,ORD-2023-064819,1,2023-02-09,2023,Q1,2,February,South,India,Andhra Pradesh,Visakhapatnam,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,David Hughes,Corporate,5.0,1088,,,Online,1,4690.09,474.1,2463.14,1752.85,26.93,4215.99,COD,0
101416,ORD-2024-064940,1,2024-05-13,2024,Q2,5,May,South,India,Kerala,Kochi,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Michael Roberts,Consumer,2.6,667,Jason Riggs,60.0,Distributor,3,14349.08,1718.85,7389.42,5240.81,30.42,12630.23,UPI,0
101625,ORD-2025-065071,2,2025-09-27,2025,Q3,9,September,West,India,Maharashtra,Pune,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Kelly Weiss,Consumer,4.6,4187,Terri Davis,112.0,Retail Store,1,4727.33,497.37,2463.14,1766.82,8.11,4229.96,Credit Card,0
102092,ORD-2024-065369,1,2024-07-02,2024,Q3,7,July,West,India,Maharashtra,Pune,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Jeffery Long,Consumer,4.4,3632,Terri Davis,112.0,Retail Store,1,4846.52,475.79,2463.14,1907.59,12.19,4370.7300000000005,UPI,0
102161,ORD-2024-065413,1,2024-11-18,2024,Q4,11,November,North,India,Delhi,New Delhi,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Richard Burke,Consumer,4.1,5804,Alison Miller,19.0,Retail Store,1,4766.34,484.07,2463.14,1819.13,11.45,4282.27,Credit Card,0
102463,ORD-2025-065606,1,2025-04-11,2025,Q2,4,April,North,India,Uttar Pradesh,Lucknow,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Dr. Rhonda Martinez,Consumer,4.6,867,Jenny Sanchez,58.0,Distributor,4,19276.41,406.76,9852.56,9017.09,32.73,18869.65,Credit Card,0
102546,ORD-2025-065658,4,2025-04-18,2025,Q2,4,April,South,India,Karnataka,Bengaluru,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Judith Myers,SMB,5.0,4140,,,Online,3,14338.77,1823.72,7389.42,5125.63,10.87,12515.050000000001,Net Banking,0
102980,ORD-2022-065929,1,2022-02-06,2022,Q1,2,February,West,India,Maharashtra,Pune,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Samuel Rocha,Corporate,4.7,6361,Robin Baker,40.0,Retail Store,1,4794.95,117.63,2463.14,2214.18,8.75,4677.32,Net Banking,0
103139,ORD-2023-066038,3,2023-04-11,2023,Q2,4,April,East,India,Odisha,Bhubaneswar,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Julie Wallace,SMB,3.6,5922,,,Online,2,9680.86,2229.59,4926.28,2524.99,36.38,7451.27,UPI,0
103250,ORD-2024-066108,1,2024-02-16,2024,Q1,2,February,West,India,Gujarat,Ahmedabad,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Christopher Roy,Consumer,3.1,6466,,,Online,1,4786.9,383.94,2463.14,1939.82,25.2,4402.96,Credit Card,0
103621,ORD-2024-066347,2,2024-10-24,2024,Q4,10,October,West,India,Goa,Panaji,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Pamela Burke,Corporate,3.7,2517,Cindy Garza,88.0,Distributor,2,9486.85,1036.77,4926.28,3523.8,34.91,8450.08,UPI,0
103823,ORD-2024-066479,1,2024-11-06,2024,Q4,11,November,Central,India,Uttarakhand,Dehradun,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Jason Nixon,Corporate,4.0,622,,,Online,2,9574.31,1160.16,4926.28,3487.87,36.49,8414.15,Net Banking,0
104338,ORD-2023-066810,1,2023-03-01,2023,Q1,3,March,South,India,Tamil Nadu,Chennai,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,John Stewart,Consumer,3.9,5666,,,Online,3,14547.07,2114.09,7389.42,5043.56,12.39,12432.98,Credit Card,0
104521,ORD-2023-066918,1,2023-10-24,2023,Q4,10,October,West,India,Maharashtra,Pune,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Stephen Taylor,SMB,3.9,7152,,,Marketplace,1,4824.05,825.19,2463.14,1535.72,8.22,3998.86,COD,0
104580,ORD-2023-066955,2,2023-07-20,2023,Q3,7,July,East,India,Jharkhand,Ranchi,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Douglas Ryan,Consumer,4.3,666,Nathan Miles,80.0,Distributor,2,9442.55,1321.64,4926.28,3194.63,24.49,8120.909999999999,Credit Card,0
104630,ORD-2024-066989,3,2024-08-08,2024,Q3,8,August,West,India,Goa,Panaji,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Robert Durham,SMB,3.4,4877,,,Online,1,4703.54,1041.81,2463.14,1198.59,31.97,3661.73,Wire Transfer,0
104793,ORD-2022-067090,1,2022-10-08,2022,Q4,10,October,South,India,Tamil Nadu,Chennai,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Lauren Kim,Consumer,3.6,6046,,,Online,2,9619.44,1203.67,4926.28,3489.49,9.74,8415.77,UPI,0
105076,ORD-2023-067268,3,2023-07-25,2023,Q3,7,July,Central,India,Chhattisgarh,Raipur,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Donna Montes,Consumer,3.9,3292,Carl Lopez,91.0,Retail Store,1,4790.16,213.27,2463.14,2113.75,32.55,4576.889999999999,Credit Card,0
105082,ORD-2025-067273,2,2025-12-29,2025,Q4,12,December,West,India,Maharashtra,Pune,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Lauren Coleman,Consumer,4.3,6383,Lisa Henderson,84.0,Online,1,4735.41,488.41,2463.14,1783.86,8.96,4247.0,Credit Card,0
105461,ORD-2022-067507,1,2022-11-05,2022,Q4,11,November,North,India,Delhi,New Delhi,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Valerie Harrison,Consumer,4.2,5639,,,Marketplace,1,4690.09,1026.85,2463.14,1200.1,12.4,3663.2400000000002,COD,1
105657,ORD-2023-067637,1,2023-12-11,2023,Q4,12,December,East,India,West Bengal,Kolkata,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Michael Henry,Consumer,2.9,1891,,,Online,1,4806.87,1278.19,2463.14,1065.54,12.38,3528.68,UPI,0
106188,ORD-2025-067964,1,2025-01-01,2025,Q1,1,January,West,India,Maharashtra,Pune,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Dennis Mills,Corporate,2.6,968,Terri Davis,112.0,Retail Store,4,19282.86,388.27,9852.56,9042.03,12.9,18894.59,UPI,0
106484,ORD-2023-068151,3,2023-12-30,2023,Q4,12,December,South,India,Karnataka,Bengaluru,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Bailey Duran DDS,Corporate,3.1,73,Dean Evans,90.0,Online,1,4718.45,296.88,2463.14,1958.43,9.53,4421.57,Wire Transfer,0
106504,ORD-2022-068162,2,2022-07-24,2022,Q3,7,July,East,India,Assam,Guwahati,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Jessica Bowen,Consumer,2.4,702,Janet Mcclure,76.0,Retail Store,4,18775.06,1334.75,9852.56,7587.75,36.21,17440.31,UPI,0
106536,ORD-2023-068182,1,2023-12-19,2023,Q4,12,December,East,India,Odisha,Bhubaneswar,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Nicholas Fitzgerald,Consumer,4.5,1726,,,Online,1,4761.62,1128.13,2463.14,1170.35,25.42,3633.49,Credit Card,0
106540,ORD-2025-068185,2,2025-05-23,2025,Q2,5,May,Central,India,Uttar Pradesh,Kanpur,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Mark Knight,Consumer,5.0,4136,,,Online,2,9354.21,876.24,4926.28,3551.69,27.49,8477.97,UPI,0
106586,ORD-2024-068210,2,2024-10-12,2024,Q4,10,October,West,India,Maharashtra,Pune,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Jennifer Smith,Corporate,3.1,4056,Shelly Jackson,93.0,Retail Store,2,9453.29,750.13,4926.28,3776.88,9.5,8703.160000000002,Credit Card,0
106630,ORD-2024-068237,2,2024-06-11,2024,Q2,6,June,North,India,Haryana,Gurugram,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Darren Thompson,SMB,3.7,7208,Michael Hendrix,117.0,Online,4,19090.65,1710.02,9852.56,7528.07,28.76,17380.63,Net Banking,0
106731,ORD-2024-068303,2,2024-11-21,2024,Q4,11,November,West,India,Maharashtra,Mumbai,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Lisa Barnes,Corporate,3.3,2284,Tammy Nguyen,2.0,Retail Store,2,9551.09,564.7,4926.28,4060.11,10.96,8986.39,Credit Card,0
107044,ORD-2022-068516,1,2022-07-16,2022,Q3,7,July,North,India,Punjab,Chandigarh,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Raymond Le,Consumer,3.3,431,,,Online,1,4785.11,519.65,2463.14,1802.32,31.86,4265.46,Credit Card,0
107065,ORD-2022-068530,1,2022-12-25,2022,Q4,12,December,East,India,Jharkhand,Ranchi,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Kevin Barber,Corporate,4.3,4834,Nathan Miles,80.0,Retail Store,5,23466.26,1847.28,12315.7,9303.28,27.14,21618.98,Net Banking,0
107648,ORD-2022-068923,1,2022-05-25,2022,Q2,5,May,East,India,Jharkhand,Ranchi,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Kimberly Turner,Consumer,4.3,6470,,,Marketplace,1,4845.19,735.87,2463.14,1646.18,32.53,4109.32,UPI,0
108059,ORD-2022-069188,1,2022-03-30,2022,Q1,3,March,North,India,Uttar Pradesh,Lucknow,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Tracey Brooks,Corporate,3.9,5463,,,Online,6,27966.19,2139.08,14778.84,11048.27,25.2,25827.11,UPI,0
108075,ORD-2023-069198,1,2023-08-22,2023,Q3,8,August,North,India,Delhi,New Delhi,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Gregory Johnson,Consumer,4.1,6419,,,Online,1,4707.66,556.41,2463.14,1688.11,11.18,4151.25,Credit Card,0
108286,ORD-2025-069332,1,2025-05-04,2025,Q2,5,May,East,India,Assam,Guwahati,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,John Adams,Consumer,4.3,5460,Lisa Henderson,84.0,Retail Store,4,18706.46,1158.43,9852.56,7695.47,38.75,17548.03,UPI,1
109070,ORD-2023-069829,3,2023-06-17,2023,Q2,6,June,South,India,Telangana,Hyderabad,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Karen Perez,Consumer,3.3,5250,,,Online,5,24054.56,3047.19,12315.7,8691.67,8.59,21007.370000000003,Net Banking,0
109414,ORD-2025-070052,2,2025-12-08,2025,Q4,12,December,West,India,Maharashtra,Pune,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Belinda Fisher,Corporate,3.8,4547,Shelly Jackson,93.0,Online,1,4776.81,559.53,2463.14,1754.14,11.19,4217.280000000001,COD,0
109480,ORD-2025-070099,2,2025-07-26,2025,Q3,7,July,South,India,Andhra Pradesh,Visakhapatnam,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Bradley Cameron,Consumer,3.3,6913,,,Online,1,4741.23,449.18,2463.14,1828.91,30.21,4292.049999999999,UPI,0
111383,ORD-2025-071318,1,2025-06-14,2025,Q2,6,June,South,India,Andhra Pradesh,Visakhapatnam,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Meagan Patterson,Consumer,4.3,5785,,,Online,1,4715.78,530.64,2463.14,1722.0,31.01,4185.139999999999,Wire Transfer,0
111623,ORD-2024-071466,1,2024-12-20,2024,Q4,12,December,South,India,Kerala,Kochi,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Erin Watkins,Consumer,3.6,1768,,,Online,5,23607.42,3292.24,12315.7,7999.48,27.25,20315.18,Credit Card,0
112345,ORD-2022-071908,3,2022-11-19,2022,Q4,11,November,Central,India,Uttar Pradesh,Kanpur,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Richard Bass,Consumer,4.0,4564,,,Online,1,4661.91,401.03,2463.14,1797.74,32.04,4260.88,UPI,0
112643,ORD-2022-072106,1,2022-02-23,2022,Q1,2,February,West,India,Goa,Panaji,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Carla James,SMB,3.8,3184,Cindy Garza,88.0,Distributor,2,9569.41,1032.17,4926.28,3610.96,27.41,8537.24,COD,0
112905,ORD-2022-072276,1,2022-05-21,2022,Q2,5,May,East,India,West Bengal,Kolkata,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Erica Moon,Corporate,4.7,1074,Diane Smith,92.0,Retail Store,1,4743.85,387.05,2463.14,1893.66,8.83,4356.8,Net Banking,0
113090,ORD-2022-072391,1,2022-11-29,2022,Q4,11,November,South,India,Kerala,Kochi,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Lisa Reed,Corporate,2.6,3952,Douglas Fuller,28.0,Distributor,1,4801.61,131.35,2463.14,2207.12,28.97,4670.259999999999,COD,1
113446,ORD-2022-072617,1,2022-06-12,2022,Q2,6,June,North,India,Delhi,New Delhi,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Daniel Molina,Consumer,3.2,7008,Alison Miller,19.0,Retail Store,1,4706.44,634.53,2463.14,1608.77,11.07,4071.91,Credit Card,0
113788,ORD-2024-072835,1,2024-08-15,2024,Q3,8,August,Central,India,Madhya Pradesh,Bhopal,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Nicole Wallace DDS,Consumer,3.3,5174,,,Online,6,28495.05,2613.18,14778.84,11103.03,35.67,25881.87,Credit Card,0
113789,ORD-2024-072835,2,2024-08-15,2024,Q3,8,August,Central,India,Madhya Pradesh,Bhopal,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Nicole Wallace DDS,Consumer,3.3,5174,,,Online,2,9585.37,689.55,4926.28,3969.54,35.78,8895.820000000002,Net Banking,0
114496,ORD-2022-073304,1,2022-03-09,2022,Q1,3,March,Central,India,Uttar Pradesh,Kanpur,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Robert Frank,Consumer,3.9,7563,,,Online,1,4694.66,420.97,2463.14,1810.55,28.48,4273.69,COD,0
114678,ORD-2022-073431,1,2022-03-16,2022,Q1,3,March,North,India,Punjab,Chandigarh,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Patricia Schwartz,Corporate,5.0,1694,Alison Delacruz,48.0,Retail Store,3,14074.9,891.23,7389.42,5794.25,37.62,13183.67,Credit Card,0
114793,ORD-2022-073499,1,2022-04-04,2022,Q2,4,April,West,India,Maharashtra,Pune,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Mrs. Michele Boyd,Corporate,3.7,1138,,,Online,1,4713.62,301.86,2463.14,1948.62,8.71,4411.76,Net Banking,0
115202,ORD-2023-073764,1,2023-09-25,2023,Q3,9,September,East,India,West Bengal,Kolkata,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Joseph Rice,Consumer,4.1,5091,Diane Smith,92.0,Retail Store,2,9633.01,310.21,4926.28,4396.52,11.74,9322.800000000001,UPI,0
115212,ORD-2024-073769,4,2024-12-12,2024,Q4,12,December,West,India,Gujarat,Ahmedabad,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Jessica Garrett,Corporate,2.2,2071,,,Online,5,23936.6,3450.18,12315.7,8170.72,38.15,20486.42,Credit Card,0
115402,ORD-2023-073896,1,2023-10-20,2023,Q4,10,October,North,India,Haryana,Gurugram,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Paul Wilson,Corporate,4.2,235,,,Online,1,4815.6,644.69,2463.14,1707.77,38.44,4170.91,UPI,0
115660,ORD-2023-074058,1,2023-03-22,2023,Q1,3,March,South,India,Tamil Nadu,Chennai,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Luis Lopez V,Consumer,4.0,6584,,,Online,2,9657.74,1220.31,4926.28,3511.15,11.29,8437.43,UPI,0
117086,ORD-2023-074992,1,2023-01-05,2023,Q1,1,January,West,India,Maharashtra,Pune,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Mariah Jones,Consumer,3.8,2223,Terri Davis,112.0,Online,1,4815.43,455.54,2463.14,1896.75,11.18,4359.89,UPI,0
117121,ORD-2025-075011,1,2025-11-02,2025,Q4,11,November,West,India,Maharashtra,Pune,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Christopher Moore,Corporate,3.5,629,,,Online,2,9574.91,1255.32,4926.28,3393.31,10.17,8319.59,Net Banking,0
117151,ORD-2025-075031,1,2025-04-04,2025,Q2,4,April,North,India,Uttar Pradesh,Lucknow,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Andrew Chavez,Consumer,3.8,4506,,,Online,2,9552.4,793.8,4926.28,3832.32,30.17,8758.6,UPI,0
117397,ORD-2022-075188,2,2022-08-28,2022,Q3,8,August,North,India,Haryana,Gurugram,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Pamela Morgan,Corporate,3.9,1910,Michael Hendrix,117.0,Distributor,1,4726.97,389.04,2463.14,1874.79,32.64,4337.93,Credit Card,0
117475,ORD-2025-075242,1,2025-08-29,2025,Q3,8,August,North,India,Rajasthan,Jaipur,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Randall Nguyen,Consumer,4.2,2380,,,Online,1,4717.42,421.94,2463.14,1832.34,25.98,4295.4800000000005,UPI,0
117541,ORD-2025-075282,1,2025-10-04,2025,Q4,10,October,Central,India,Chhattisgarh,Raipur,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Clifford Poole,Consumer,4.0,5761,,,Marketplace,6,28049.69,4054.27,14778.84,9216.58,37.71,23995.42,Credit Card,0
117551,ORD-2023-075289,2,2023-12-21,2023,Q4,12,December,East,India,Bihar,Patna,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Christine Mullins,Consumer,3.7,7514,,,Online,2,9612.58,1335.64,4926.28,3350.66,25.9,8276.94,UPI,0
117610,ORD-2023-075322,1,2023-05-09,2023,Q2,5,May,North,India,Delhi,New Delhi,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Ryan Vaughn,Corporate,4.6,1045,,,Online,2,9358.71,1135.02,4926.28,3297.41,11.75,8223.689999999999,UPI,0
117927,ORD-2025-075528,1,2025-01-23,2025,Q1,1,January,East,India,Bihar,Patna,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Teresa Smith,Corporate,3.7,5916,,,Online,2,9514.27,984.24,4926.28,3603.75,29.19,8530.03,UPI,1
117946,ORD-2024-075540,2,2024-04-03,2024,Q2,4,April,Central,India,Chhattisgarh,Raipur,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Nathan Malone,Corporate,3.7,133,Carl Lopez,91.0,Marketplace,1,4803.21,739.53,2463.14,1600.54,37.06,4063.6800000000003,Wire Transfer,0
117979,ORD-2023-075558,1,2023-06-23,2023,Q2,6,June,South,India,Telangana,Hyderabad,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Shannon Malone,Consumer,4.8,558,Jared Spence,78.0,Retail Store,1,4667.94,122.32,2463.14,2082.48,10.53,4545.62,UPI,0
118165,ORD-2024-075672,1,2024-11-05,2024,Q4,11,November,East,India,Assam,Guwahati,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Matthew Davis,Corporate,4.1,1735,Erin Aguirre,109.0,Online,1,4692.95,315.88,2463.14,1913.93,29.15,4377.07,COD,0
118283,ORD-2025-075745,2,2025-10-08,2025,Q4,10,October,South,India,Kerala,Kochi,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Kayla Burke,Corporate,3.2,4801,,,Online,3,14166.81,2099.57,7389.42,4677.82,38.98,12067.24,Credit Card,0
118579,ORD-2023-075930,1,2023-12-10,2023,Q4,12,December,West,India,Maharashtra,Pune,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Matthew Valencia,Corporate,3.8,6094,Shelly Jackson,93.0,Retail Store,7,33842.89,1843.14,17241.98,14757.77,8.55,31999.75,UPI,0
118635,ORD-2022-075966,2,2022-03-21,2022,Q1,3,March,South,India,Karnataka,Bengaluru,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Kerry Chavez DDS,Consumer,3.4,206,Nicole Baker,6.0,Distributor,3,14296.89,891.32,7389.42,6016.15,8.21,13405.57,Credit Card,0
119684,ORD-2025-076634,1,2025-08-12,2025,Q3,8,August,North,India,Delhi,New Delhi,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Ashley Stokes,Consumer,4.4,7919,Alison Miller,19.0,Retail Store,4,18947.29,2884.91,9852.56,6209.82,11.36,16062.380000000001,Credit Card,0
120549,ORD-2024-077188,1,2024-02-29,2024,Q1,2,February,Central,India,Madhya Pradesh,Bhopal,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Penny Gomez MD,SMB,3.1,1200,Maria Harrington,3.0,Retail Store,2,9422.21,664.64,4926.28,3831.29,30.9,8757.57,UPI,0
120746,ORD-2023-077309,1,2023-09-18,2023,Q3,9,September,West,India,Maharashtra,Pune,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Shawn Doyle,Consumer,3.9,3916,Michael Gibbs,4.0,Online,4,19391.58,2666.1,9852.56,6872.92,9.37,16725.480000000003,Credit Card,0
121069,ORD-2022-077514,1,2022-11-08,2022,Q4,11,November,East,India,West Bengal,Kolkata,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,James Weber,Consumer,4.8,4588,Noah Briggs,64.0,Retail Store,2,9364.5,0.0,4926.28,4438.22,11.73,9364.5,UPI,0
122295,ORD-2024-078299,2,2024-08-27,2024,Q3,8,August,East,India,Jharkhand,Ranchi,Stationery Report 4,Office Supplies,Stationery,2463.14,4755.63,Cody Hoover,Corporate,3.6,4716,,,Marketplace,5,23743.99,2961.36,12315.7,8466.93,30.88,20782.63,UPI,0
